fecha,nivel_m,caudal_m3s,lluvia_mm,desbordamiento_txt,overflow
2023-05-12,0.92,6.2,0.6,NO,0
2023-05-13,1.06,15.5,0.4,NO,0
2023-05-14,1.12,19.9,1.4,NO,0
2023-05-15,1.28,42.8,0.6,NO,0
2023-05-16,1.04,27.8,0.0,NO,0
2023-05-17,0.98,20.2,0.0,NO,0
2023-05-18,0.96,17.9,0.0,NO,0
2023-05-19,0.93,10.7,0.0,NO,0
2023-05-20,0.99,10.9,0.0,NO,0
2023-05-21,0.99,10.8,0.0,NO,0
2023-05-22,0.99,10.8,0.0,NO,0
2023-05-23,0.99,10.8,0.0,NO,0
2023-05-24,0.99,10.8,0.0,NO,0
2023-05-25,0.98,10.4,0.0,NO,0
2023-05-26,0.99,10.3,0.0,NO,0
2023-05-27,1.0,10.0,0.0,NO,0
2023-05-28,1.0,10.0,0.0,NO,0
2023-05-29,1.0,10.0,0.2,NO,0
2023-05-30,1.0,10.2,3.4,NO,0
2023-05-31,1.0,10.1,4.4,NO,0
2023-06-01,1.0,10.8,0.0,NO,0
2023-06-02,1.0,10.8,3.8,NO,0
2023-06-03,1.0,11.0,3.2,NO,0
2023-06-04,0.99,11.0,0.0,NO,0
2023-06-05,0.99,15.5,10.2,NO,0
2023-06-06,0.95,14.6,0.0,NO,0
2023-06-07,0.97,11.7,0.0,NO,0
2023-06-08,1.01,12.0,0.0,NO,0
2023-06-09,0.98,10.1,2.8,NO,0
2023-06-10,0.98,10.1,2.0,NO,0
2023-06-11,1.02,15.1,16.0,NO,0
2023-06-12,1.14,31.9,11.6,NO,0
2023-06-13,1.16,33.5,1.4,NO,0
2023-06-14,1.18,34.6,0.0,NO,0
2023-06-15,0.99,15.2,0.0,NO,0
2023-06-16,1.05,20.9,0.0,NO,0
2023-06-17,1.0,11.0,2.8,NO,0
2023-06-18,1.09,27.1,0.2,NO,0
2023-06-19,1.11,28.9,2.2,NO,0
2023-06-20,1.45,58.2,2.2,NO,0
2023-06-21,1.58,64.9,7.0,NO,0
2023-06-22,1.38,48.5,0.0,NO,0
2023-06-23,1.26,38.8,0.0,NO,0
2023-06-24,1.02,19.4,0.0,NO,0
2023-06-25,1.11,27.0,0.0,NO,0
2023-06-26,0.96,13.6,0.0,NO,0
2023-06-27,0.99,10.8,0.0,NO,0
2023-06-28,1.02,12.9,0.0,NO,0
2023-06-29,1.0,14.8,0.0,NO,0
2023-06-30,0.97,15.5,0.0,NO,0
2023-07-01,0.99,12.8,0.0,NO,0
2023-07-02,1.0,18.6,0.0,NO,0
2023-07-03,1.06,24.6,0.0,NO,0
2023-07-04,1.03,21.3,0.0,NO,0
2023-07-05,0.99,15.4,0.0,NO,0
2023-07-06,0.99,15.4,2.6,NO,0
2023-07-07,1.01,17.9,1.6,NO,0
2023-07-08,1.03,20.0,0.0,NO,0
2023-07-09,1.01,19.7,0.0,NO,0
2023-07-10,1.01,18.4,0.0,NO,0
2023-07-11,1.02,17.4,0.0,NO,0
2023-07-12,1.03,19.7,0.4,NO,0
2023-07-13,0.99,16.6,0.0,NO,0
2023-07-14,1.04,20.2,0.0,NO,0
2023-07-15,1.02,18.9,0.0,NO,0
2023-07-16,1.01,18.1,0.0,NO,0
2023-07-17,1.01,17.6,0.0,NO,0
2023-07-18,1.01,18.5,0.0,NO,0
2023-07-19,1.06,23.2,0.0,NO,0
2023-07-20,1.05,22.4,0.0,NO,0
2023-07-21,1.05,22.0,0.0,NO,0
2023-07-22,1.06,23.6,0.0,NO,0
2023-07-23,1.06,22.6,0.0,NO,0
2023-07-24,1.07,22.3,0.0,NO,0
2023-07-25,1.05,20.8,0.0,NO,0
2023-07-26,1.04,20.0,0.0,NO,0
2023-07-27,1.06,22.4,1.4,NO,0
2023-07-28,1.09,25.0,0.0,NO,0
2023-07-29,1.05,20.1,0.0,NO,0
2023-07-30,1.06,22.0,0.0,NO,0
2023-07-31,1.07,22.0,0.0,NO,0
2023-08-01,1.06,21.9,0.0,NO,0
2023-08-02,1.06,21.7,0.0,NO,0
2023-08-03,1.06,20.8,0.2,NO,0
2023-08-04,1.06,20.0,0.0,NO,0
2023-08-05,1.06,21.0,0.0,NO,0
2023-08-06,1.08,23.0,0.0,NO,0
2023-08-07,1.07,21.7,0.0,NO,0
2023-08-08,1.06,20.9,0.0,NO,0
2023-08-09,1.06,20.3,0.0,NO,0
2023-08-10,1.04,20.0,0.0,NO,0
2023-08-11,1.06,21.6,0.0,NO,0
2023-08-12,1.04,21.2,0.0,NO,0
2023-08-13,1.04,21.1,0.0,NO,0
2023-08-14,1.04,19.8,0.0,NO,0
2023-08-15,1.04,20.1,0.0,NO,0
2023-08-16,1.05,20.1,0.0,NO,0
2023-08-17,1.04,20.1,0.0,NO,0
2023-08-18,1.03,21.2,0.0,NO,0
2023-08-19,1.02,21.2,0.0,NO,0
2023-08-20,1.02,21.2,0.0,NO,0
2023-08-21,1.02,21.0,0.0,NO,0
2023-08-22,1.01,20.2,0.0,NO,0
2023-08-23,1.0,20.4,0.0,NO,0
2023-08-24,1.0,20.2,0.0,NO,0
2023-08-25,1.0,19.5,0.0,NO,0
2023-08-26,0.99,18.2,0.4,NO,0
2023-08-27,0.99,18.2,0.6,NO,0
2023-08-28,1.0,19.5,0.2,NO,0
2023-08-29,1.15,34.8,0.0,NO,0
2023-08-30,1.13,32.6,0.8,NO,0
2023-08-31,1.14,34.4,0.0,NO,0
2023-09-01,1.04,23.9,3.0,NO,0
2023-09-02,1.0,19.6,4.6,NO,0
2023-09-03,0.97,15.7,0.2,NO,0
2023-09-04,0.96,14.6,5.0,NO,0
2023-09-05,0.95,14.0,0.0,NO,0
2023-09-06,0.94,13.6,0.0,NO,0
2023-09-07,0.94,13.0,0.0,NO,0
2023-09-08,0.96,14.7,0.0,NO,0
2023-09-09,0.93,12.9,0.4,NO,0
2023-09-10,0.94,12.9,1.0,NO,0
2023-09-11,0.95,13.7,10.0,NO,0
2023-09-12,0.95,14.1,0.0,NO,0
2023-09-13,0.99,17.3,0.0,NO,0
2023-09-14,1.01,14.8,0.0,NO,0
2023-09-15,1.04,13.0,2.2,NO,0
2023-09-16,1.01,11.0,0.0,NO,0
2023-09-17,1.0,10.2,5.8,NO,0
2023-09-18,0.99,10.0,0.0,NO,0
2023-09-19,0.99,10.0,0.0,NO,0
2023-09-20,0.99,10.2,0.0,NO,0
2023-09-21,0.99,10.5,5.6,NO,0
2023-09-22,0.98,10.1,0.0,NO,0
2023-09-23,0.99,10.4,0.0,NO,0
2023-09-24,0.99,10.5,0.0,NO,0
2023-09-25,0.98,10.5,0.0,NO,0
2023-09-26,0.98,10.5,0.0,NO,0
2023-09-27,0.98,10.5,0.0,NO,0
2023-09-28,0.95,10.5,0.0,NO,0
2023-09-29,0.97,10.5,0.0,NO,0
2023-09-30,0.97,10.5,0.0,NO,0
2023-10-01,0.97,10.5,0.0,NO,0
2023-10-02,0.97,10.7,0.0,NO,0
2023-10-03,0.97,10.8,0.0,NO,0
2023-10-04,0.97,10.8,0.0,NO,0
2023-10-05,0.97,10.8,0.0,NO,0
2023-10-06,0.97,10.8,0.0,NO,0
2023-10-07,0.97,10.8,0.0,NO,0
2023-10-08,0.97,10.8,0.0,NO,0
2023-10-09,0.96,10.8,0.0,NO,0
2023-10-10,0.96,10.8,0.0,NO,0
2023-10-11,0.96,10.8,0.0,NO,0
2023-10-12,0.96,10.6,0.0,NO,0
2023-10-13,0.96,10.2,0.0,NO,0
2023-10-14,0.96,10.4,0.2,NO,0
2023-10-15,0.96,10.4,2.6,NO,0
2023-10-16,0.94,10.4,0.0,NO,0
2023-10-17,0.95,10.4,0.0,NO,0
2023-10-18,0.96,10.4,0.6,NO,0
2023-10-19,0.96,10.4,6.0,NO,0
2023-10-20,0.93,10.8,1.8,NO,0
2023-10-21,0.96,10.3,0.0,NO,0
2023-10-22,0.96,10.3,11.6,NO,0
2023-10-23,0.96,10.3,5.2,NO,0
2023-10-24,0.95,10.2,0.4,NO,0
2023-10-25,0.96,10.3,4.6,NO,0
2023-10-26,0.97,10.4,3.6,NO,0
2023-10-27,1.2,41.6,0.2,NO,0
2023-10-28,0.98,21.8,1.0,NO,0
2023-10-29,0.93,17.9,9.2,NO,0
2023-10-30,0.9,13.3,0.0,NO,0
2023-10-31,0.86,12.1,0.0,NO,0
2023-11-01,0.9,13.5,9.0,NO,0
2023-11-02,0.88,13.4,0.4,NO,0
2023-11-03,1.02,29.9,3.8,NO,0
2023-11-04,1.02,29.9,0.0,NO,0
2023-11-05,0.97,24.5,0.0,NO,0
2023-11-06,1.0,26.5,0.0,NO,0
2023-11-07,0.93,18.8,0.0,NO,0
2023-11-08,0.96,15.3,11.2,NO,0
2023-11-09,1.02,15.3,0.0,NO,0
2023-11-10,1.0,13.8,1.4,NO,0
2023-11-11,1.07,20.0,0.0,NO,0
2023-11-12,1.3,36.5,0.0,NO,0
2023-11-13,1.12,21.4,0.0,NO,0
2023-11-14,1.04,15.6,3.4,NO,0
2023-11-15,1.03,14.9,0.0,NO,0
2023-11-16,1.05,15.8,0.0,NO,0
2023-11-17,1.0,12.3,0.0,NO,0
2023-11-18,1.04,15.6,0.0,NO,0
2023-11-19,1.01,13.0,0.0,NO,0
2023-11-20,0.97,10.6,0.0,NO,0
2023-11-21,1.03,14.9,2.2,NO,0
2023-11-22,1.49,62.6,0.2,NO,0
2023-11-23,1.55,61.5,0.0,NO,0
2023-11-24,1.09,19.0,0.0,NO,0
2023-11-25,1.09,18.7,0.0,NO,0
2023-11-26,1.07,18.1,0.0,NO,0
2023-11-27,1.06,17.1,0.0,NO,0
2023-11-28,1.19,28.2,1.4,NO,0
2023-11-29,1.15,23.7,0.0,NO,0
2023-11-30,1.33,42.1,28.8,NO,0
2023-12-01,1.97,128.3,4.2,NO,0
2023-12-02,2.07,145.6,0.8,NO,0
2023-12-03,1.83,104.0,0.8,NO,0
2023-12-04,1.67,83.3,4.8,NO,0
2023-12-05,1.51,55.1,0.0,NO,0
2023-12-06,1.44,49.6,0.0,NO,0
2023-12-07,1.36,42.5,3.8,NO,0
2023-12-08,1.28,35.5,0.2,NO,0
2023-12-09,1.31,37.6,0.2,NO,0
2023-12-10,1.22,28.7,0.0,NO,0
2023-12-11,1.23,27.0,0.0,NO,0
2023-12-12,1.13,23.2,1.0,NO,0
2023-12-13,1.19,26.2,1.0,NO,0
2023-12-14,1.37,45.4,1.4,NO,0
2023-12-15,1.45,49.3,0.2,NO,0
2023-12-16,1.42,47.7,0.0,NO,0
2023-12-17,1.26,35.2,0.0,NO,0
2023-12-18,1.17,27.3,0.0,NO,0
2023-12-19,1.08,19.7,0.2,NO,0
2023-12-20,1.23,34.3,0.2,NO,0
2023-12-21,1.47,53.2,0.0,NO,0
2023-12-22,1.43,48.8,0.0,NO,0
2023-12-23,1.26,37.2,0.0,NO,0
2023-12-24,1.16,27.9,0.0,NO,0
2023-12-25,1.09,20.8,0.0,NO,0
2023-12-26,1.1,21.0,0.0,NO,0
2023-12-27,1.1,21.3,0.0,NO,0
2023-12-28,1.13,22.7,0.4,NO,0
2023-12-29,1.07,18.9,0.2,NO,0
2023-12-30,1.04,17.4,0.0,NO,0
2023-12-31,1.03,15.9,0.2,NO,0
2024-01-01,0.98,12.9,0.0,NO,0
2024-01-02,0.99,13.6,0.2,NO,0
2024-01-03,1.07,19.7,0.0,NO,0
2024-01-04,1.0,14.5,2.6,NO,0
2024-01-05,0.99,13.4,3.6,NO,0
2024-01-06,1.03,16.4,15.6,NO,0
2024-01-07,1.59,72.3,3.8,NO,0
2024-01-08,1.81,101.7,0.0,NO,0
2024-01-09,1.66,78.1,0.2,NO,0
2024-01-10,1.46,52.6,1.0,NO,0
2024-01-11,1.26,36.3,0.2,NO,0
2024-01-12,1.26,35.9,0.0,NO,0
2024-01-13,1.25,36.0,0.0,NO,0
2024-01-14,1.32,41.1,0.6,NO,0
2024-01-15,1.44,49.6,0.4,NO,0
2024-01-16,1.48,56.0,1.0,NO,0
2024-01-17,1.45,50.0,0.0,NO,0
2024-01-18,1.44,48.3,4.2,NO,0
2024-01-19,1.29,36.7,0.0,NO,0
2024-01-20,1.26,34.2,0.0,NO,0
2024-01-21,1.27,37.1,0.0,NO,0
2024-01-22,1.23,33.7,0.0,NO,0
2024-01-23,1.09,21.6,0.0,NO,0
2024-01-24,1.16,27.4,0.0,NO,0
2024-01-25,1.21,31.3,0.0,NO,0
2024-01-26,1.08,20.2,0.0,NO,0
2024-01-27,1.05,18.1,0.0,NO,0
2024-01-28,1.03,17.5,0.0,NO,0
2024-01-29,1.03,17.5,0.0,NO,0
2024-01-30,1.03,18.2,0.0,NO,0
2024-01-31,1.09,22.2,0.0,NO,0
2024-02-01,0.97,13.1,0.2,NO,0
2024-02-02,0.99,14.3,0.0,NO,0
2024-02-03,1.05,18.0,0.0,NO,0
2024-02-04,1.02,16.4,0.0,NO,0
2024-02-05,1.05,18.9,0.0,NO,0
2024-02-06,1.03,17.0,0.0,NO,0
2024-02-07,1.0,14.3,0.0,NO,0
2024-02-08,1.01,16.7,4.0,NO,0
2024-02-09,1.1,23.0,8.2,NO,0
2024-02-10,1.05,18.6,0.8,NO,0
2024-02-11,1.2,31.7,0.0,NO,0
2024-02-12,1.19,31.0,0.0,NO,0
2024-02-13,1.07,20.3,0.0,NO,0
2024-02-14,1.06,20.4,0.0,NO,0
2024-02-15,1.05,18.4,14.0,NO,0
2024-02-16,1.24,35.7,1.4,NO,0
2024-02-17,1.38,46.4,0.0,NO,0
2024-02-18,1.31,39.4,0.0,NO,0
2024-02-19,1.21,32.3,0.0,NO,0
2024-02-20,1.17,28.8,0.0,NO,0
2024-02-21,1.13,26.0,0.0,NO,0
2024-02-22,1.19,31.3,21.4,NO,0
2024-02-23,1.29,36.9,2.8,NO,0
2024-02-24,1.3,37.5,6.6,NO,0
2024-02-25,1.5,60.2,5.8,NO,0
2024-02-26,2.09,148.7,29.2,NO,0
2024-02-27,3.68,483.1,1.8,SI,1
2024-02-28,2.86,297.3,0.0,NO,0
2024-02-29,2.37,197.7,5.2,NO,0
2024-03-01,2.24,174.3,0.0,NO,0
2024-03-02,2.07,145.7,6.8,NO,0
2024-03-03,2.17,162.6,0.8,NO,0
2024-03-04,2.06,143.5,0.8,NO,0
2024-03-05,1.98,130.4,0.0,NO,0
2024-03-06,1.78,98.4,0.0,NO,0
2024-03-07,1.64,81.0,3.4,NO,0
2024-03-08,1.63,79.7,1.6,NO,0
2024-03-09,1.63,80.0,1.8,NO,0
2024-03-10,1.69,88.0,0.2,NO,0
2024-03-11,1.66,84.9,0.6,NO,0
2024-03-12,1.61,78.0,0.0,NO,0
2024-03-13,1.55,70.1,0.0,NO,0
2024-03-14,1.49,62.1,0.0,NO,0
2024-03-15,1.43,52.3,0.0,NO,0
2024-03-16,1.42,51.8,0.0,NO,0
2024-03-17,1.38,49.5,0.0,NO,0
2024-03-18,1.35,44.4,0.0,NO,0
2024-03-19,1.31,41.5,0.0,NO,0
2024-03-20,1.27,40.9,0.0,NO,0
2024-03-21,1.26,39.0,0.0,NO,0
2024-03-22,1.16,30.4,0.0,NO,0
2024-03-23,1.14,28.9,0.0,NO,0
2024-03-24,1.14,28.1,0.0,NO,0
2024-03-25,1.16,30.3,6.8,NO,0
2024-03-26,1.22,34.2,0.0,NO,0
2024-03-27,1.19,32.3,0.8,NO,0
2024-03-28,1.16,30.2,6.0,NO,0
2024-03-29,1.28,37.1,0.6,NO,0
2024-03-30,1.4,48.7,2.2,NO,0
2024-03-31,1.42,50.4,7.0,NO,0
2024-04-01,1.4,49.4,0.0,NO,0
2024-04-02,1.37,44.5,0.0,NO,0
2024-04-03,1.36,44.0,0.0,NO,0
2024-04-04,1.34,42.5,0.0,NO,0
2024-04-05,1.12,35.4,0.0,NO,0
2024-04-06,0.98,34.3,0.0,NO,0
2024-04-07,0.97,33.0,0.0,NO,0
2024-04-08,0.97,41.7,4.0,NO,0
2024-04-09,0.95,43.6,0.0,NO,0
2024-04-10,0.93,35.7,0.0,NO,0
2024-04-11,0.92,28.0,0.0,NO,0
2024-04-12,0.91,26.6,0.0,NO,0
2024-04-13,0.88,23.0,0.0,NO,0
2024-04-14,0.87,22.3,0.0,NO,0
2024-04-15,0.88,25.0,0.0,NO,0
2024-04-16,0.9,26.5,0.0,NO,0
2024-04-17,0.87,21.3,0.0,NO,0
2024-04-18,0.88,22.6,0.0,NO,0
2024-04-19,0.92,29.7,0.0,NO,0
2024-04-20,0.89,23.8,0.0,NO,0
2024-04-21,0.88,22.4,0.0,NO,0
2024-04-22,0.87,22.1,0.0,NO,0
2024-04-23,0.86,19.8,3.6,NO,0
2024-04-24,0.84,17.0,0.0,NO,0
2024-04-25,0.85,16.1,3.4,NO,0
2024-04-26,0.87,18.2,4.2,NO,0
2024-04-27,0.88,19.8,0.8,NO,0
2024-04-28,0.87,17.8,1.6,NO,0
2024-04-29,0.86,16.9,0.0,NO,0
2024-04-30,0.87,16.9,21.6,NO,0
2024-05-01,0.88,18.1,2.8,NO,0
2024-05-02,0.88,18.6,0.0,NO,0
2024-05-03,0.89,19.8,0.0,NO,0
2024-05-04,0.93,25.0,0.2,NO,0
2024-05-05,0.9,18.7,10.4,NO,0
2024-05-06,0.89,17.9,0.0,NO,0
2024-05-07,0.89,18.1,0.0,NO,0
2024-05-08,0.9,19.3,0.0,NO,0
2024-05-09,0.87,16.1,0.0,NO,0
2024-05-10,0.87,15.6,0.0,NO,0
2024-05-11,0.85,13.1,5.8,NO,0
2024-05-12,0.85,13.1,0.0,NO,0
2024-05-13,0.86,13.1,19.2,NO,0
2024-05-14,1.02,30.1,14.8,NO,0
2024-05-15,1.3,57.8,1.0,NO,0
2024-05-16,1.36,59.5,0.0,NO,0
2024-05-17,1.25,52.6,14.0,NO,0
2024-05-18,1.17,45.3,6.6,NO,0
2024-05-19,1.0,30.7,12.8,NO,0
2024-05-20,0.96,24.7,3.0,NO,0
2024-05-21,0.9,17.6,4.0,NO,0
2024-05-22,0.99,28.6,3.4,NO,0
2024-05-23,1.0,29.5,0.0,NO,0
2024-05-24,0.99,29.2,0.0,NO,0
2024-05-25,1.04,34.4,0.0,NO,0
2024-05-26,0.98,27.9,0.0,NO,0
2024-05-27,0.89,15.9,0.0,NO,0
2024-05-28,0.88,14.9,0.0,NO,0
2024-05-29,0.91,18.2,0.0,NO,0
2024-05-30,0.9,18.5,0.0,NO,0
2024-05-31,0.92,19.7,0.0,NO,0
2024-06-01,0.89,16.6,0.0,NO,0
2024-06-02,0.88,15.1,0.0,NO,0
2024-06-03,0.88,15.0,0.0,NO,0
2024-06-04,0.89,15.9,0.0,NO,0
2024-06-05,0.9,16.8,0.0,NO,0
2024-06-06,0.87,13.6,0.0,NO,0
2024-06-07,0.87,13.5,0.0,NO,0
2024-06-08,0.86,12.4,4.2,NO,0
2024-06-09,0.86,12.4,0.0,NO,0
2024-06-10,0.87,13.6,0.0,NO,0
2024-06-11,0.87,13.9,0.0,NO,0
2024-06-12,0.87,13.6,0.0,NO,0
2024-06-13,0.87,13.5,0.0,NO,0
2024-06-14,0.87,13.0,0.0,NO,0
2024-06-15,0.87,13.1,0.0,NO,0
2024-06-16,0.88,13.3,0.0,NO,0
2024-06-17,0.9,11.5,0.4,NO,0
2024-06-18,0.96,10.9,3.8,NO,0
2024-06-19,0.94,10.2,8.2,NO,0
2024-06-20,0.95,10.2,21.2,NO,0
2024-06-21,0.95,10.2,0.0,NO,0
2024-06-22,0.95,10.2,0.0,NO,0
2024-06-23,0.95,10.2,0.0,NO,0
2024-06-24,0.95,10.2,0.0,NO,0
2024-06-25,0.94,10.2,25.8,NO,0
2024-06-26,0.82,10.2,3.6,NO,0
2024-06-27,0.86,12.8,0.0,NO,0
2024-06-28,0.88,13.4,0.0,NO,0
2024-06-29,0.89,15.0,1.8,NO,0
2024-06-30,0.87,12.4,0.0,NO,0
2024-07-01,0.86,10.1,0.0,NO,0
2024-07-02,0.95,10.1,0.0,NO,0
2024-07-03,0.88,10.1,0.0,NO,0
2024-07-04,0.83,10.1,0.0,NO,0
2024-07-05,0.88,10.1,4.0,NO,0
2024-07-06,0.95,10.1,0.0,NO,0
2024-07-07,0.95,10.1,0.0,NO,0
2024-07-08,0.95,10.1,0.0,NO,0
2024-07-09,0.95,10.1,0.0,NO,0
2024-07-10,0.95,10.1,0.0,NO,0
2024-07-11,0.95,10.1,0.6,NO,0
2024-07-12,0.92,10.1,0.0,NO,0
2024-07-13,0.95,10.1,0.0,NO,0
2024-07-14,0.95,10.1,0.0,NO,0
2024-07-15,0.92,12.2,1.2,NO,0
2024-07-16,0.89,14.1,0.0,NO,0
2024-07-17,0.88,14.0,0.0,NO,0
2024-07-18,0.87,13.4,0.0,NO,0
2024-07-19,0.89,14.6,0.0,NO,0
2024-07-20,0.9,15.0,3.6,NO,0
2024-07-21,0.9,15.0,0.0,NO,0
2024-07-22,0.92,16.6,0.0,NO,0
2024-07-23,0.93,17.7,0.0,NO,0
2024-07-24,0.94,17.7,0.0,NO,0
2024-07-25,0.93,17.7,0.0,NO,0
2024-07-26,0.93,17.6,0.0,NO,0
2024-07-27,0.92,17.7,0.0,NO,0
2024-07-28,0.93,17.7,0.0,NO,0
2024-07-29,0.93,17.7,0.0,NO,0
2024-07-30,0.93,16.6,0.2,NO,0
2024-07-31,0.93,15.3,0.0,NO,0
2024-08-01,0.93,17.5,0.0,NO,0
2024-08-02,0.93,18.0,3.0,NO,0
2024-08-03,0.93,18.4,0.0,NO,0
2024-08-04,0.93,18.4,0.0,NO,0
2024-08-05,0.93,18.4,0.0,NO,0
2024-08-06,0.92,18.4,0.0,NO,0
2024-08-07,0.93,17.4,0.0,NO,0
2024-08-08,0.97,16.2,0.0,NO,0
2024-08-09,0.91,16.2,0.0,NO,0
2024-08-10,0.91,16.3,0.0,NO,0
2024-08-11,0.92,16.3,0.0,NO,0
2024-08-12,0.91,15.1,4.0,NO,0
2024-08-13,0.91,16.0,8.6,NO,0
2024-08-14,0.91,15.6,0.0,NO,0
2024-08-15,0.91,12.3,0.0,NO,0
2024-08-16,0.94,10.5,0.0,NO,0
2024-08-17,0.95,11.5,0.0,NO,0
2024-08-18,0.92,15.5,1.2,NO,0
2024-08-19,0.93,15.7,0.0,NO,0
2024-08-20,0.92,15.1,0.0,NO,0
2024-08-21,0.92,14.1,0.0,NO,0
2024-08-22,0.88,11.5,0.0,NO,0
2024-08-23,0.87,11.4,0.0,NO,0
2024-08-24,0.86,11.6,0.0,NO,0
2024-08-25,0.86,11.6,0.0,NO,0
2024-08-26,0.87,10.4,0.0,NO,0
2024-08-27,0.93,10.8,0.0,NO,0
2024-08-28,0.97,10.5,7.0,NO,0
2024-08-29,0.97,10.1,7.0,NO,0
2024-08-30,0.97,10.1,0.0,NO,0
2024-08-31,0.97,10.1,15.8,NO,0
2024-09-01,0.97,10.1,0.0,NO,0
2024-09-02,0.97,10.5,0.8,NO,0
2024-09-03,0.98,10.1,7.8,NO,0
2024-09-04,0.98,10.2,1.2,NO,0
2024-09-05,0.97,10.2,10.8,NO,0
2024-09-06,0.98,11.2,0.0,NO,0
2024-09-07,1.0,21.9,0.0,NO,0
2024-09-08,0.87,10.3,0.0,NO,0
2024-09-09,0.93,10.1,0.0,NO,0
2024-09-10,0.98,10.0,0.0,NO,0
2024-09-11,0.98,10.0,1.2,NO,0
2024-09-12,0.99,11.2,2.6,NO,0
2024-09-13,1.03,17.2,0.0,NO,0
2024-09-14,1.07,19.7,0.0,NO,0
2024-09-15,0.9,12.4,0.0,NO,0
2024-09-16,0.88,10.9,0.0,NO,0
2024-09-17,0.9,12.9,0.0,NO,0
2024-09-18,0.93,10.3,0.0,NO,0
2024-09-19,0.97,10.3,0.2,NO,0
2024-09-20,0.97,10.3,1.6,NO,0
2024-09-21,0.98,10.3,4.6,NO,0
2024-09-22,1.17,22.6,10.0,NO,0
2024-09-23,1.1,22.2,0.0,NO,0
2024-09-24,0.89,12.8,0.0,NO,0
2024-09-25,0.86,10.4,0.0,NO,0
2024-09-26,0.86,10.8,2.2,NO,0
2024-09-27,0.86,10.5,0.0,NO,0
2024-09-28,0.87,10.7,0.0,NO,0
2024-09-29,0.87,10.4,0.0,NO,0
2024-09-30,0.87,10.4,0.0,NO,0
2024-10-01,0.857,10.314,8.4,NO,0
2024-10-02,0.863,10.3,12.6,NO,0
2024-10-03,0.872,10.909,0.0,NO,0
2024-10-04,0.863,10.54,0.0,NO,0
2024-10-05,0.86,10.54,0.0,NO,0
2024-10-06,0.86,10.54,4.6,NO,0
2024-10-07,0.98,19.358,2.0,NO,0
2024-10-08,1.512,61.044,0.0,NO,0
2024-10-09,1.508,51.493,5.8,NO,0
2024-10-10,1.285,48.392,0.0,NO,0
2024-10-11,1.261,45.221,0.0,NO,0
2024-10-12,1.086,32.625,0.0,NO,0
2024-10-13,0.989,22.125,0.0,NO,0
2024-10-14,0.958,17.661,0.2,NO,0
2024-10-15,0.956,18.31,3.4,NO,0
2024-10-16,0.916,14.643,30.8,NO,0
2024-10-17,0.99,22.105,9.2,NO,0
2024-10-18,1.35,57.574,0.0,NO,0
2024-10-19,1.424,58.941,0.0,NO,0
2024-10-20,1.167,40.173,0.0,NO,0
2024-10-21,1.087,32.565,0.0,NO,0
2024-10-22,0.998,25.093,0.0,NO,0
2024-10-23,0.96,20.659,0.0,NO,0
2024-10-24,0.962,19.699,11.8,NO,0
2024-10-25,1.01,25.269,7.6,NO,0
2024-10-26,1.186,39.421,18.6,NO,0
2024-10-27,1.299,54.0,0.2,NO,0
2024-10-28,1.592,77.379,0.0,NO,0
2024-10-29,1.279,48.945,1.4,NO,0
2024-10-30,1.145,38.956,5.4,NO,0
2024-10-31,1.279,44.273,0.0,NO,0
2024-11-01,1.056,28.962,0.0,NO,0
2024-11-02,1.028,26.909,0.0,NO,0
2024-11-03,0.958,17.256,0.0,NO,0
2024-11-04,0.943,16.468,0.0,NO,0
2024-11-05,0.947,17.773,0.0,NO,0
2024-11-06,0.957,18.852,0.0,NO,0
2024-11-07,1.008,16.417,0.0,NO,0
2024-11-08,1.025,17.844,4.0,NO,0
2024-11-09,0.95,18.0,0.0,NO,0
2024-11-10,0.935,16.233,0.6,NO,0
2024-11-11,1.038,26.922,0.0,NO,0
2024-11-12,1.094,30.828,3.0,NO,0
2024-11-13,1.091,30.378,0.0,NO,0
2024-11-14,1.11,32.269,0.0,NO,0
2024-11-15,0.964,19.915,0.0,NO,0
2024-11-16,0.95,18.971,0.0,NO,0
2024-11-17,0.943,18.566,0.0,NO,0
2024-11-18,0.978,23.403,0.0,NO,0
2024-11-19,0.924,16.925,0.0,NO,0
2024-11-20,0.942,18.675,0.0,NO,0
2024-11-21,0.907,15.469,6.2,NO,0
2024-11-22,1.031,30.646,0.0,NO,0
2024-11-23,1.05,33.107,0.0,NO,0
2024-11-24,0.972,33.31,1.4,NO,0
2024-11-25,0.938,20.603,7.4,NO,0
2024-11-26,1.065,35.557,0.0,NO,0
2024-11-27,1.042,32.377,0.0,NO,0
2024-11-28,0.927,13.944,0.0,NO,0
2024-11-29,0.907,17.37,0.0,NO,0
2024-11-30,0.92,19.0,0.0,NO,0
2024-12-01,0.918,18.912,0.4,NO,0
2024-12-02,0.917,18.85,0.8,NO,0
2024-12-03,0.908,17.827,6.4,NO,0
2024-12-04,0.918,18.804,0.0,NO,0
2024-12-05,1.041,34.341,0.2,NO,0
2024-12-06,1.072,37.744,0.0,NO,0
2024-12-07,1.096,42.294,5.2,NO,0
2024-12-08,1.626,95.919,36.4,NO,0
2024-12-09,2.866,292.163,4.8,NO,0
2024-12-10,2.872,292.974,0.4,NO,0
2024-12-11,2.181,167.791,0.0,NO,0
2024-12-12,1.815,113.988,0.0,NO,0
