fecha,nivel (m),caudal (m³/s),desbordamiento,lluvia,lluvia_mm,municipio,nivel_interpolado,caudal_interpolado,lluvia_interpolada,dato_original_completo
2024-05-17,0.21,0.99,0.0,3.8,3.8,Arroyo,0,0,0,1
2024-05-18,0.21,0.99,0.0,1.6,1.6,Arroyo,0,0,0,1
2024-05-19,0.21,0.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-20,0.21,0.99,0.0,8.8,8.8,Arroyo,0,0,0,1
2024-05-21,0.21,0.99,0.0,1.8,1.8,Arroyo,0,0,0,1
2024-05-22,0.21,0.99,0.0,3.0,3.0,Arroyo,0,0,0,1
2024-05-23,0.21,0.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-24,0.21,0.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-25,0.21,0.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-26,0.21,0.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-27,0.21,0.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-28,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-29,0.22,1.1,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-30,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-05-31,0.22,1.13,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-01,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-02,0.23,1.14,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-03,0.23,1.2,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-04,0.23,1.15,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-05,0.22,1.12,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-06,0.22,1.1,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-07,0.22,1.1,0.0,31.4,31.4,Arroyo,0,0,0,1
2024-06-08,0.23,1.16,0.0,10.2,10.2,Arroyo,0,0,0,1
2024-06-09,0.23,1.18,0.0,0.8,0.8,Arroyo,0,0,0,1
2024-06-10,0.23,1.15,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-11,0.22,1.13,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-12,0.23,1.15,0.0,0.8,0.8,Arroyo,0,0,0,1
2024-06-13,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-14,0.23,1.18,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-06-15,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-16,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-17,0.23,1.18,0.0,1.0,1.0,Arroyo,0,0,0,1
2024-06-18,0.23,1.18,0.0,5.2,5.2,Arroyo,0,0,0,1
2024-06-19,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-20,0.23,1.18,0.0,2.0,2.0,Arroyo,0,0,0,1
2024-06-21,0.23,1.18,0.0,0.4,0.4,Arroyo,0,0,0,1
2024-06-22,0.23,1.18,0.0,1.2,1.2,Arroyo,0,0,0,1
2024-06-23,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-24,0.23,1.22,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-25,0.23,1.18,0.0,3.8,3.8,Arroyo,0,0,0,1
2024-06-26,0.23,1.18,0.0,13.0,13.0,Arroyo,0,0,0,1
2024-06-27,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-28,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-06-29,0.23,1.18,0.0,2.0,2.0,Arroyo,0,0,0,1
2024-06-30,0.23,1.19,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-01,0.23,1.18,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-07-02,0.35,3.87,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-03,0.34,3.31,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-04,0.24,1.24,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-05,0.23,1.18,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-07-06,0.23,1.18,0.0,0.6,0.6,Arroyo,0,0,0,1
2024-07-07,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-08,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-09,0.23,1.18,0.0,1.4,1.4,Arroyo,0,0,0,1
2024-07-10,0.46,5.35,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-11,0.59,7.42,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-07-12,0.59,7.44,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-07-13,0.59,7.39,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-14,0.59,7.33,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-15,0.53,4.91,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-16,0.59,7.54,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-17,0.64,8.74,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-18,0.76,13.49,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-19,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-20,0.79,14.98,0.0,2.6,2.6,Arroyo,0,0,0,1
2024-07-21,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-22,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-23,0.79,14.98,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-07-24,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-25,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-26,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-27,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-28,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-29,0.79,14.98,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-07-30,0.79,14.92,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-07-31,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-01,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-02,0.79,14.98,0.0,0.6,0.6,Arroyo,0,0,0,1
2024-08-03,0.79,14.98,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-08-04,0.79,14.98,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-08-05,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-06,0.79,14.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-07,0.77,13.73,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-08,0.75,12.9,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-09,0.75,12.92,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-10,0.75,12.75,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-11,0.74,12.52,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-12,0.75,12.7,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-13,0.75,12.92,0.0,0.8,0.8,Arroyo,0,0,0,1
2024-08-14,0.75,12.91,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-08-15,0.75,12.76,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-16,0.74,12.54,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-17,0.74,12.4,0.0,4.6,4.6,Arroyo,0,0,0,1
2024-08-18,0.74,12.4,0.0,0.6,0.6,Arroyo,0,0,0,1
2024-08-19,0.75,12.7,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-20,0.75,12.92,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-21,0.71,11.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-22,0.68,9.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-23,0.73,11.68,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-24,0.72,11.37,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-25,0.72,11.37,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-26,0.65,8.67,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-27,0.61,7.15,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-08-28,0.61,7.15,0.0,0.4,0.4,Arroyo,0,0,0,1
2024-08-29,0.61,7.15,0.0,31.6,31.6,Arroyo,0,0,0,1
2024-08-30,0.57,6.0,0.0,0.4,0.4,Arroyo,0,0,0,1
2024-08-31,0.54,5.11,0.0,1.8,1.8,Arroyo,0,0,0,1
2024-09-01,0.54,5.11,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-02,0.54,5.11,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-03,0.48,4.08,0.0,1.2,1.2,Arroyo,0,0,0,1
2024-09-04,0.42,3.17,0.0,1.0,1.0,Arroyo,0,0,0,1
2024-09-05,0.42,3.18,0.0,24.0,24.0,Arroyo,0,0,0,1
2024-09-06,0.32,2.17,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-07,0.22,1.09,0.0,2.6,2.6,Arroyo,0,0,0,1
2024-09-08,0.23,1.14,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-09,0.23,1.18,0.0,0.4,0.4,Arroyo,0,0,0,1
2024-09-10,0.31,2.65,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-11,0.22,1.11,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-12,0.23,1.16,0.0,2.0,2.0,Arroyo,0,0,0,1
2024-09-13,0.27,1.66,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-14,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-15,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-16,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-17,0.23,1.14,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-18,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-19,0.23,1.18,0.0,3.6,3.6,Arroyo,0,0,0,1
2024-09-20,0.22,1.13,0.0,6.4,6.4,Arroyo,0,0,0,1
2024-09-21,0.22,1.11,0.0,17.0,17.0,Arroyo,0,0,0,1
2024-09-22,0.22,1.09,0.0,6.2,6.2,Arroyo,0,0,0,1
2024-09-23,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-24,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-25,0.22,1.09,0.0,4.8,4.8,Arroyo,0,0,0,1
2024-09-26,0.22,1.09,0.0,2.6,2.6,Arroyo,0,0,0,1
2024-09-27,0.22,1.09,0.0,6.8,6.8,Arroyo,0,0,0,1
2024-09-28,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-29,0.21,1.03,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-09-30,0.21,0.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-01,0.21,0.994,0.0,4.8,4.8,Arroyo,0,0,0,1
2024-10-02,0.21,0.994,0.0,13.0,13.0,Arroyo,0,0,0,1
2024-10-03,0.21,0.994,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-10-04,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-05,0.21,0.994,0.0,1.4,1.4,Arroyo,0,0,0,1
2024-10-06,0.21,0.994,0.0,9.2,9.2,Arroyo,0,0,0,1
2024-10-07,0.222,1.104,0.0,20.4,20.4,Arroyo,0,0,0,1
2024-10-08,0.221,1.097,0.0,1.4,1.4,Arroyo,0,0,0,1
2024-10-09,0.211,1.005,0.0,15.6,15.6,Arroyo,0,0,0,1
2024-10-10,0.288,1.961,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-10-11,0.204,0.941,0.0,1.2,1.2,Arroyo,0,0,0,1
2024-10-12,0.21,0.994,0.0,1.2,1.2,Arroyo,0,0,0,1
2024-10-13,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-14,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-15,0.21,0.994,0.0,10.0,10.0,Arroyo,0,0,0,1
2024-10-16,0.21,0.994,0.0,11.2,11.2,Arroyo,0,0,0,1
2024-10-17,0.212,1.009,0.0,3.2,3.2,Arroyo,0,0,0,1
2024-10-18,0.21,0.994,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-10-19,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-20,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-21,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-22,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-23,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-10-24,0.216,1.048,0.0,2.0,2.0,Arroyo,0,0,0,1
2024-10-25,0.215,1.043,0.0,0.8,0.8,Arroyo,0,0,0,1
2024-10-26,0.22,1.088,0.0,5.2,5.2,Arroyo,0,0,0,1
2024-10-27,0.22,1.088,0.0,9.8,9.8,Arroyo,0,0,0,1
2024-10-28,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-10-29,0.22,1.088,0.0,2.0,2.0,Arroyo,0,0,0,1
2024-10-30,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
2024-10-31,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-11-01,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-02,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-03,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-04,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-11-05,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-06,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-07,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-08,0.22,1.088,0.0,4.2,4.2,Arroyo,0,0,0,1
2024-11-09,0.22,1.088,0.0,3.6,3.6,Arroyo,0,0,0,1
2024-11-10,0.22,1.088,0.0,4.4,4.4,Arroyo,0,0,0,1
2024-11-11,0.22,1.088,0.0,1.8,1.8,Arroyo,0,0,0,1
2024-11-12,0.22,1.088,0.0,10.8,10.8,Arroyo,0,0,0,1
2024-11-13,0.22,1.092,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-11-14,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-15,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-16,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-17,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-11-18,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-19,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-20,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-21,0.22,1.088,0.0,5.0,5.0,Arroyo,0,0,0,1
2024-11-22,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-23,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-24,0.22,1.088,0.0,10.2,10.2,Arroyo,0,0,0,1
2024-11-25,0.22,1.088,0.0,4.6,4.6,Arroyo,0,0,0,1
2024-11-26,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-27,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-28,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-29,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-11-30,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-01,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-02,0.22,1.088,0.0,4.4,4.4,Arroyo,0,0,0,1
2024-12-03,0.22,1.088,0.0,10.4,10.4,Arroyo,0,0,0,1
2024-12-04,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-05,0.22,1.088,0.0,2.6,2.6,Arroyo,0,0,0,1
2024-12-06,0.22,1.088,0.0,3.8,3.8,Arroyo,0,0,0,1
2024-12-07,0.22,1.088,0.0,15.4,15.4,Arroyo,0,0,0,1
2024-12-08,0.22,1.088,0.0,18.6,18.6,Arroyo,0,0,0,1
2024-12-09,0.229,1.171,0.0,42.0,42.0,Arroyo,0,0,0,1
2024-12-10,0.212,1.051,0.0,3.2,3.2,Arroyo,0,0,0,1
2024-12-11,0.212,1.049,0.0,1.2,1.2,Arroyo,0,0,0,1
2024-12-12,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-13,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-14,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
2024-12-15,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-12-16,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-17,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-18,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-19,0.22,1.088,0.0,7.8,7.8,Arroyo,0,0,0,1
2024-12-20,0.22,1.088,0.0,0.6,0.6,Arroyo,0,0,0,1
2024-12-21,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-22,0.22,1.088,0.0,11.6,11.6,Arroyo,0,0,0,1
2024-12-23,0.22,1.088,0.0,3.2,3.2,Arroyo,0,0,0,1
2024-12-24,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-12-25,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-26,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-27,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2024-12-28,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-12-29,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-12-30,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2024-12-31,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-01,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-02,0.22,1.088,0.0,1.8,1.8,Arroyo,0,0,0,1
2025-01-03,0.22,1.088,0.0,3.6,3.6,Arroyo,0,0,0,1
2025-01-04,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-05,0.22,1.088,0.0,1.6,1.6,Arroyo,0,0,0,1
2025-01-06,0.22,1.088,0.0,1.4,1.4,Arroyo,0,0,0,1
2025-01-07,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-08,0.218,1.071,0.0,2.0,2.0,Arroyo,0,0,0,1
2025-01-09,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-10,0.22,1.088,0.0,14.6,14.6,Arroyo,0,0,0,1
2025-01-11,0.223,1.113,0.0,0.6,0.6,Arroyo,0,0,0,1
2025-01-12,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-01-13,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-14,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-15,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-16,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-17,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-18,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-19,0.22,1.088,0.0,2.0,2.0,Arroyo,0,0,0,1
2025-01-20,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-01-21,0.22,1.088,0.0,3.8,3.8,Arroyo,0,0,0,1
2025-01-22,0.22,1.088,0.0,3.8,3.8,Arroyo,0,0,0,1
2025-01-23,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2025-01-24,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-01-25,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-01-26,0.221,1.094,0.0,7.2,7.2,Arroyo,0,0,0,1
2025-01-27,0.228,1.163,0.0,5.8,5.8,Arroyo,0,0,0,1
2025-01-28,0.22,1.088,0.0,0.8,0.8,Arroyo,0,0,0,1
2025-01-29,0.222,1.107,0.0,20.4,20.4,Arroyo,0,0,0,1
2025-01-30,0.243,1.302,0.0,12.2,12.2,Arroyo,0,0,0,1
2025-01-31,0.232,1.203,0.0,1.6,1.6,Arroyo,0,0,0,1
2025-02-01,0.23,1.182,0.0,1.2,1.2,Arroyo,0,0,0,1
2025-02-02,0.228,1.166,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-02-03,0.224,1.128,0.0,0.2,0.2,Arroyo,0,0,0,1
2025-02-04,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-05,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-06,0.22,1.088,0.0,2.4,2.4,Arroyo,0,0,0,1
2025-02-07,0.227,1.15,0.0,2.6,2.6,Arroyo,0,0,0,1
2025-02-08,0.229,1.17,0.0,0.2,0.2,Arroyo,0,0,0,1
2025-02-09,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-10,0.22,1.088,0.0,0.6,0.6,Arroyo,0,0,0,1
2025-02-11,0.22,1.088,0.0,6.4,6.4,Arroyo,0,0,0,1
2025-02-12,0.228,1.166,0.0,,,Arroyo,0,0,0,0
2025-02-13,0.23,1.182,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-02-14,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-15,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-16,0.23,1.182,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-02-17,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-18,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-19,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-20,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-21,0.23,1.182,0.0,5.8,5.8,Arroyo,0,0,0,1
2025-02-22,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-23,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-24,0.23,1.182,0.0,5.8,5.8,Arroyo,0,0,0,1
2025-02-25,0.224,1.124,0.0,0.2,0.2,Arroyo,0,0,0,1
2025-02-26,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-27,0.22,1.088,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-02-28,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-03-01,0.225,1.135,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-03-02,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-03-03,0.22,1.088,0.0,1.2,1.2,Arroyo,0,0,0,1
2025-03-04,0.225,1.131,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-03-05,0.23,1.182,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-03-06,0.23,1.182,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-03-07,0.23,1.182,0.0,1.8,1.8,Arroyo,0,0,0,1
2025-03-08,0.23,1.182,0.0,6.4,6.4,Arroyo,0,0,0,1
2025-03-09,0.222,1.105,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-03-10,0.22,1.088,0.0,7.8,7.8,Arroyo,0,0,0,1
2025-03-11,0.22,1.088,0.0,2.4,2.4,Arroyo,0,0,0,1
2025-03-12,0.22,1.088,0.0,0.2,0.2,Arroyo,0,0,0,1
2025-03-13,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-03-14,0.213,1.026,0.0,2.0,2.0,Arroyo,0,0,0,1
2025-03-15,0.21,0.994,0.0,0.6,0.6,Arroyo,0,0,0,1
2025-03-16,0.21,0.993,0.0,0.4,0.4,Arroyo,0,0,0,1
2025-03-17,0.206,0.952,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-03-18,0.21,0.994,0.0,0.2,0.2,Arroyo,0,0,0,1
2025-03-19,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-03-20,0.21,0.994,0.0,15.0,15.0,Arroyo,0,0,0,1
2025-03-21,0.214,1.027,0.0,8.8,8.8,Arroyo,0,0,0,1
2025-03-22,0.211,1.001,0.0,2.8,2.8,Arroyo,0,0,0,1
2025-03-23,0.21,0.994,0.0,11.2,11.2,Arroyo,0,0,0,1
2025-03-24,0.218,1.065,0.0,18.6,18.6,Arroyo,0,0,0,1
2025-03-25,0.22,1.088,0.0,3.2,3.2,Arroyo,0,0,0,1
2025-03-26,0.212,1.014,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-03-27,0.235,1.225,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-03-28,0.243,1.304,0.0,0.8,0.8,Arroyo,0,0,0,1
2025-03-29,0.21,0.992,0.0,0.2,0.2,Arroyo,0,0,0,1
2025-03-30,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-03-31,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-04-01,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-04-02,0.21,0.994,0.0,12.2,12.2,Arroyo,0,0,0,1
2025-04-03,0.21,0.994,0.0,0.8,0.8,Arroyo,0,0,0,1
2025-04-04,0.21,0.994,0.0,1.4,1.4,Arroyo,0,0,0,1
2025-04-05,0.21,0.994,0.0,11.6,11.6,Arroyo,0,0,0,1
2025-04-06,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-04-07,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-04-08,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-04-09,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-04-10,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-04-11,0.21,0.994,0.0,2.2,2.2,Arroyo,0,0,0,1
2025-04-12,0.212,1.014,0.0,11.4,11.4,Arroyo,0,0,0,1
2025-04-13,0.219,1.074,0.0,2.8,2.8,Arroyo,0,0,0,1
2025-04-14,0.217,1.059,0.0,2.6,2.6,Arroyo,0,0,0,1
2025-04-15,0.213,1.026,0.0,8.0,8.0,Arroyo,0,0,0,1
2025-04-16,0.22,1.086,0.0,1.0,1.0,Arroyo,0,0,0,1
2025-04-17,0.21,0.994,0.0,0.0,0.0,Arroyo,0,0,0,1
2025-04-18,0.214,1.03,0.0,7.6,7.6,Arroyo,0,0,0,1
2025-04-19,0.22,1.088,0.0,1.8,1.8,Arroyo,0,0,0,1
2025-04-20,0.22,1.088,0.0,0.4,0.4,Arroyo,0,0,0,1
